3832.6;3774.3798828125;3830.5
3829.1;3778.090087890625;3831.6
3833.8;3777.389892578125;3823.9
3836.4;3775.2900390625;3831.7
3834.1;3775.8798828125;3826.8
3827.9;3784.090087890625;3825.1
3832.3;3785.929931640625;3825.8
3825.2;3784.110107421875;3834.7
3825.42;3787.64990234375;3834.7
3824.3;3785.010009765625;3838.1
3830.5;3830.389892578125;3844.8
3831.6;3835.639892578125;3842.7
3823.9;3839.300048828125;3835.16
3831.7;3836.239990234375;3832.87
3826.8;3838.139892578125;3832.6
3825.1;3836.320068359375;3839.0
3825.8;3834.35009765625;3835.6
3834.7;3836.639892578125;3832.8
3834.7;3843.2099609375;3836.0
3838.1;3850.010009765625;3832.8
3844.8;3872.889892578125;3831.6
3842.7;3871.080078125;3830.3
3835.16;3874.89990234375;3825.7
3832.87;3875.280029296875;3826.1
3832.6;3872.530029296875;3829.15
3839.0;3873.7900390625;3829.5
3835.6;3871.25;3830.1
3832.8;3869.419921875;3829.0
3836.0;3866.9599609375;3831.3
3832.8;3867.969970703125;3833.6
3831.6;3885.590087890625;3824.1
3830.3;3879.820068359375;3820.0
3825.7;3881.75;3819.5
3826.1;3880.919921875;3819.9
3829.15;3884.64990234375;3814.3
3829.5;3885.199951171875;3813.5
3830.1;3885.75;3817.4
3829.0;3884.530029296875;3820.0
3831.3;3883.739990234375;3819.87
3833.6;3881.860107421875;3820.0
3824.1;3866.840087890625;3831.6
3820.0;3866.469970703125;3830.08
3819.5;3865.929931640625;3829.0
3819.9;3864.7900390625;3828.8
3814.3;3858.89990234375;3827.0
3813.5;3853.780029296875;3826.3
3817.4;3855.510009765625;3824.3
3820.0;3854.81005859375;3827.3
3819.87;3854.8798828125;3828.4
3820.0;3854.030029296875;3829.8
3831.6;3830.530029296875;3841.6
3830.08;3831.590087890625;3836.0
3829.0;3832.330078125;3837.4
3828.8;3833.77001953125;3830.4
3827.0;3834.489990234375;3830.0
3826.3;3835.260009765625;3829.5
3824.3;3831.179931640625;3830.0
3827.3;3832.64990234375;3829.5
3828.4;3835.4599609375;3830.0
3829.8;3838.31005859375;3828.32
3841.6;3818.570068359375;3825.0
3836.0;3819.050048828125;3825.0
3837.4;3819.52001953125;3824.95
